Name,BatchKeyPath,Description,BatchValueName,DisplayName,StartMode,ServiceType,NameKeyLastWrite,ParametersKeyLastWrite,Group,ImagePath,ServiceDLL,RequiredPrivileges
UGatherer,ROOT\ControlSet001\Services,,None,,Disabled,Adapter,2022-05-07 05:25:13.5934081,,,,,
UGTHRSVC,ROOT\ControlSet001\Services,,None,,Disabled,Adapter,2022-05-07 05:25:13.5934081,,,,,
uhssvc,ROOT\ControlSet001\Services,Maintains Update Health,None,Microsoft Update Health Service,Disabled,Win32OwnProcess,2025-02-20 07:06:55.1715278,,,"""C:\Program Files\Microsoft Update Health Tools\uhssvc.exe""",,
umbus,ROOT\ControlSet001\Services,,None,"@umbus.inf,%umbus.SVCDESC%;UMBus Enumerator Driver",Manual,KernelDriver,2025-03-10 04:54:15.9843377,2025-02-05 00:08:54.0827899,Extended Base,\SystemRoot\System32\DriverStore\FileRepository\umbus.inf_amd64_3702527f0d5a77cf\umbus.sys,,
UmPass,ROOT\ControlSet001\Services,,None,"@umpass.inf,%UmPass.SVCDESC%;Microsoft UMPass Driver",Manual,KernelDriver,2025-03-09 06:15:17.3096015,,Extended Base,\SystemRoot\System32\drivers\umpass.sys,,
UmRdpService,ROOT\ControlSet001\Services,"@%SystemRoot%\system32\umrdp.dll,-1001",None,"@%SystemRoot%\system32\umrdp.dll,-1000",Manual,Win32ShareProcess,2022-05-07 05:25:13.5934081,2022-05-07 05:25:13.5934081,,%SystemRoot%\System32\svchost.exe -k LocalSystemNetworkRestricted -p,%SystemRoot%\System32\umrdp.dll,SeAuditPrivilege SeChangeNotifyPrivilege SeCreateGlobalPrivilege SeImpersonatePrivilege SeIncreaseQuotaPrivilege SeCreatePermanentPrivilege SeLoadDriverPrivilege SeDebugPrivilege
UnistoreSvc,ROOT\ControlSet001\Services,"@%SystemRoot%\system32\UserDataAccessRes.dll,-10002",None,"@%SystemRoot%\system32\UserDataAccessRes.dll,-10003",Manual,96,2022-05-07 05:25:13.5934081,2022-05-07 05:25:13.5934081,,%SystemRoot%\System32\svchost.exe -k UnistackSvcGroup,%SystemRoot%\System32\unistore.dll,SeImpersonatePrivilege SeCreateGlobalPrivilege
UnistoreSvc_37c06,ROOT\ControlSet001\Services,"@%SystemRoot%\system32\UserDataAccessRes.dll,-10002",None,User Data Storage_37c06,Manual,224,2025-03-10 04:54:24.2973191,,,C:\Windows\System32\svchost.exe -k UnistackSvcGroup,,
upnphost,ROOT\ControlSet001\Services,"@%systemroot%\system32\upnphost.dll,-214",None,"@%systemroot%\system32\upnphost.dll,-213",Manual,Win32ShareProcess,2022-05-07 05:25:13.5934081,2022-05-07 05:25:13.5934081,,%SystemRoot%\system32\svchost.exe -k LocalServiceAndNoImpersonation -p,%SystemRoot%\System32\upnphost.dll,SeChangeNotifyPrivilege SeCreateGlobalPrivilege
UrsChipidea,ROOT\ControlSet001\Services,,None,"@urschipidea.inf,%UrsChipidea.ServiceName%;Chipidea USB Role-Switch Driver",Manual,KernelDriver,2025-03-09 06:15:17.3096015,2025-02-05 00:08:53.7525212,Base,\SystemRoot\System32\DriverStore\FileRepository\urschipidea.inf_amd64_1dcac3970ff32f7b\urschipidea.sys,,
UrsCx01000,ROOT\ControlSet001\Services,,None,USB Role-Switch Support Library,Manual,KernelDriver,2025-02-05 00:08:51.7344789,2025-02-05 00:08:51.7344789,System Bus Extender,system32\drivers\urscx01000.sys,,
UrsSynopsys,ROOT\ControlSet001\Services,,None,"@urssynopsys.inf,%UrsSynopsys.ServiceName%;Synopsys USB Role-Switch Driver",Manual,KernelDriver,2025-03-09 06:15:17.3096015,,Base,\SystemRoot\System32\DriverStore\FileRepository\urssynopsys.inf_amd64_d123de445c8c5235\urssynopsys.sys,,
Usb4DeviceRouter,ROOT\ControlSet001\Services,,None,"@Usb4DeviceRouter.inf,%Usb4DeviceRouter.SVCDESC%;USB4 Device Router Service",Manual,KernelDriver,2025-03-09 06:15:17.3096015,2025-03-09 06:15:17.3096015,Base,\SystemRoot\System32\DriverStore\FileRepository\usb4devicerouter.inf_amd64_20da523aab577a9c\Usb4DeviceRouter.sys,,
Usb4HostRouter,ROOT\ControlSet001\Services,,None,"@Usb4HostRouter.inf,%Usb4HostRouter.SVCDESC%;USB4 Host Router Service",Manual,KernelDriver,2025-03-09 06:15:17.3096015,2025-03-09 06:15:17.3096015,,\SystemRoot\System32\DriverStore\FileRepository\usb4hostrouter.inf_amd64_d1f4f1b9ed26b447\Usb4HostRouter.sys,,
usbaudio,ROOT\ControlSet001\Services,,None,"@wdma_usb.inf,%USBAudio.SvcDesc%;USB Audio Driver (WDM)",Manual,KernelDriver,2025-03-09 06:15:17.3096015,,,\SystemRoot\system32\drivers\usbaudio.sys,,
usbaudio2,ROOT\ControlSet001\Services,,None,"@usbaudio2.inf,%usbaudio2.SVCDESC%;USB Audio 2.0 Service",Manual,KernelDriver,2022-05-07 05:24:13.2614029,,,\SystemRoot\System32\drivers\usbaudio2.sys,,
usbccgp,ROOT\ControlSet001\Services,,None,"@usb.inf,%GenericParent.SvcDesc%;Microsoft USB Generic Parent Driver",Manual,KernelDriver,2025-03-10 04:54:21.0110662,2025-03-09 06:15:17.3096015,Base,\SystemRoot\System32\drivers\usbccgp.sys,,
usbcir,ROOT\ControlSet001\Services,,None,"@usbcir.inf,%usbcir.SVCDESC%;eHome Infrared Receiver (USBCIR)",Manual,KernelDriver,2022-05-07 05:24:13.4802868,2022-05-07 05:24:13.4802868,Extended Base,\SystemRoot\System32\drivers\usbcir.sys,,
usbehci,ROOT\ControlSet001\Services,,None,"@usbport.inf,%EHCIMP.SvcDesc%;Microsoft USB 2.0 Enhanced Host Controller Miniport Driver",Manual,KernelDriver,2025-03-10 04:54:17.8667996,,Base,\SystemRoot\System32\drivers\usbehci.sys,,
usbhub,ROOT\ControlSet001\Services,,None,"@usbport.inf,%ROOTHUB.SvcDesc%;Microsoft USB Standard Hub Driver",Manual,KernelDriver,2025-03-10 04:54:20.5471106,,Base,\SystemRoot\System32\drivers\usbhub.sys,,
USBHUB3,ROOT\ControlSet001\Services,,None,"@usbhub3.inf,%UsbHub3.SVCDESC%;SuperSpeed Hub",Manual,KernelDriver,2025-03-10 04:54:20.6051939,2025-03-09 06:15:17.3096015,Base,\SystemRoot\System32\drivers\UsbHub3.sys,,
usbohci,ROOT\ControlSet001\Services,,None,"@usbport.inf,%OHCIMP.SvcDesc%;Microsoft USB Open Host Controller Miniport Driver",Manual,KernelDriver,2025-03-09 06:15:17.3096015,,Base,\SystemRoot\System32\drivers\usbohci.sys,,
usbprint,ROOT\ControlSet001\Services,,None,"@usbprint.inf,%USBPRINT.SvcDesc%;Microsoft USB PRINTER Class",Manual,KernelDriver,2025-03-09 06:15:17.3096015,,extended base,\SystemRoot\System32\drivers\usbprint.sys,,
usbser,ROOT\ControlSet001\Services,,None,"@usbser.inf,%UsbSerial.DriverDesc%;Microsoft USB Serial Driver",Manual,KernelDriver,2025-03-09 06:15:17.3096015,,,\SystemRoot\System32\drivers\usbser.sys,,
USBSTOR,ROOT\ControlSet001\Services,,None,"@usbstor.inf,%USBSTOR.SvcDesc%;USB Mass Storage Driver",Manual,KernelDriver,2025-03-09 06:15:17.3096015,,,\SystemRoot\System32\drivers\USBSTOR.SYS,,
usbuhci,ROOT\ControlSet001\Services,,None,"@usbport.inf,%UHCIMP.SvcDesc%;Microsoft USB Universal Host Controller Miniport Driver",Manual,KernelDriver,2025-03-10 04:54:17.8667996,,Base,\SystemRoot\System32\drivers\usbuhci.sys,,
USBXHCI,ROOT\ControlSet001\Services,,None,"@usbxhci.inf,%PCI\CC_0C0330.DeviceDesc%;USB xHCI Compliant Host Controller",Manual,KernelDriver,2025-03-10 04:54:17.0314418,2025-03-09 06:15:17.3096015,,\SystemRoot\System32\drivers\USBXHCI.SYS,,
UserDataSvc,ROOT\ControlSet001\Services,"@%SystemRoot%\system32\UserDataAccessRes.dll,-14000",None,"@%SystemRoot%\system32\UserDataAccessRes.dll,-14001",Manual,96,2022-05-07 05:25:13.5934081,2022-05-07 05:25:13.5934081,,%SystemRoot%\system32\svchost.exe -k UnistackSvcGroup,%SystemRoot%\System32\userdataservice.dll,SeImpersonatePrivilege SeCreateGlobalPrivilege
UserDataSvc_37c06,ROOT\ControlSet001\Services,"@%SystemRoot%\system32\UserDataAccessRes.dll,-14000",None,User Data Access_37c06,Manual,224,2025-03-10 04:54:24.2973191,,,C:\Windows\system32\svchost.exe -k UnistackSvcGroup,,
UserManager,ROOT\ControlSet001\Services,"@%systemroot%\system32\usermgr.dll,-101",None,"@%systemroot%\system32\usermgr.dll,-100",Automatic,Win32ShareProcess,2022-05-07 05:26:02.7686603,2022-05-07 05:25:13.5934081,,%SystemRoot%\system32\svchost.exe -k netsvcs -p,%SystemRoot%\System32\usermgr.dll,SeTcbPrivilege SeImpersonatePrivilege SeAuditPrivilege SeChangeNotifyPrivilege SeBackupPrivilege SeRestorePrivilege SeAssignPrimaryTokenPrivilege SeTakeOwnershipPrivilege SeDebugPrivilege
UsoSvc,ROOT\ControlSet001\Services,"@%systemroot%\system32\usosvc.dll,-102",None,"@%systemroot%\system32\usosvc.dll,-101",Automatic,Win32ShareProcess,2022-05-07 05:25:13.5934081,2022-05-07 05:25:13.5934081,,%systemroot%\system32\svchost.exe -k netsvcs -p,%systemroot%\system32\usosvc.dll,SeAuditPrivilege SeCreateGlobalPrivilege SeCreatePageFilePrivilege SeTcbPrivilege SeAssignPrimaryTokenPrivilege SeImpersonatePrivilege SeIncreaseQuotaPrivilege SeShutdownPrivilege SeDebugPrivilege SeBackupPrivilege SeRestorePrivilege SeSecurityPrivilege SeTakeOwnershipPrivilege SeLoadDriverPrivilege SeManageVolumePrivilege SeSystemEnvironmentPrivilege SeCreateSymbolicLinkPrivilege SeIncreaseBasePriorityPrivilege
VacSvc,ROOT\ControlSet001\Services,"@%SystemRoot%\System32\vac.dll,-201",None,"@%SystemRoot%\system32\vac.dll,-200",Manual,Win32OwnProcess,2022-05-07 05:25:13.5934081,2022-05-07 05:25:13.5934081,AudioGroup,%SystemRoot%\System32\svchost.exe -k LocalServiceNetworkRestricted -p,%SystemRoot%\System32\vac.dll,
VaultSvc,ROOT\ControlSet001\Services,"@%SystemRoot%\system32\vaultsvc.dll,-1004",None,"@%SystemRoot%\system32\vaultsvc.dll,-1003",Manual,Win32ShareProcess,2022-05-07 05:25:13.5934081,2025-02-05 00:08:28.8753309,,%SystemRoot%\system32\lsass.exe,C:\Windows\System32\vaultsvc.dll,SeTcbPrivilege SeTakeOwnershipPrivilege
vdrvroot,ROOT\ControlSet001\Services,,None,"@vdrvroot.inf,%vdrvroot_svcdesc%;Microsoft Virtual Drive Enumerator",Boot,KernelDriver,2025-03-10 04:54:15.9843377,2025-02-05 00:08:51.5923605,Boot Bus Extender,System32\drivers\vdrvroot.sys,,
vds,ROOT\ControlSet001\Services,"@%SystemRoot%\system32\vds.exe,-112",None,"@%SystemRoot%\system32\vds.exe,-100",Manual,Win32OwnProcess,2022-05-07 05:25:13.5934081,,,%SystemRoot%\System32\vds.exe,,
VerifierExt,ROOT\ControlSet001\Services,"@%SystemRoot%\System32\drivers\VerifierExt.sys,-1001",None,"@%SystemRoot%\System32\drivers\VerifierExt.sys,-1000",Manual,KernelDriver,2022-05-07 05:25:13.5934081,,WdfLoadGroup,System32\drivers\VerifierExt.sys,,
VGAuthService,ROOT\ControlSet001\Services,Alias Manager and Ticket Service,None,VMware Alias Manager and Ticket Service,Automatic,Win32OwnProcess,2025-02-04 08:36:50.6612598,,,"""C:\Program Files\VMware\VMware Tools\VMware VGAuth\VGAuthService.exe""",,
vhdmp,ROOT\ControlSet001\Services,,None,,Manual,KernelDriver,2025-03-09 06:15:17.3096015,2025-03-09 06:15:17.3096015,SCSI miniport,\SystemRoot\System32\drivers\vhdmp.sys,,
vhf,ROOT\ControlSet001\Services,"@hidvhf.inf,%VhfDesc%;Kernel mode driver that implements the Virtual HID Framework (VHF)",None,"@hidvhf.inf,%VhfService%;Virtual HID Framework (VHF) Driver",Manual,KernelDriver,2025-03-09 06:15:17.3096015,,Base,\SystemRoot\System32\drivers\vhf.sys,,
Vid,ROOT\ControlSet001\Services,,None,,System,KernelDriver,2025-03-10 04:54:15.9843377,2025-03-09 06:15:17.3096015,Extended Base,\SystemRoot\System32\drivers\Vid.sys,,
VirtualRender,ROOT\ControlSet001\Services,,None,,Manual,KernelDriver,2022-05-07 05:24:31.8253203,,,\SystemRoot\System32\DriverStore\FileRepository\vrd.inf_amd64_df3fa89d8f6bbc88\vrd.sys,,
vm3dmp,ROOT\ControlSet001\Services,,None,,Manual,KernelDriver,2025-02-04 08:37:01.7428959,,Video,\SystemRoot\system32\DRIVERS\vm3dmp.sys,,
vm3dmp-debug,ROOT\ControlSet001\Services,,None,,Manual,KernelDriver,2025-02-04 08:37:01.4866038,,Video,\SystemRoot\system32\DRIVERS\vm3dmp-debug.sys,,
vm3dmp-stats,ROOT\ControlSet001\Services,,None,,Manual,KernelDriver,2025-02-04 08:37:01.4866038,,Video,\SystemRoot\system32\DRIVERS\vm3dmp-stats.sys,,
vm3dmp_loader,ROOT\ControlSet001\Services,,None,,Manual,KernelDriver,2025-03-10 04:54:16.6564189,,Video,\SystemRoot\system32\DRIVERS\vm3dmp_loader.sys,,
vm3dservice,ROOT\ControlSet001\Services,"@oem7.inf,%VM3DSERVICE_DESCRIPTION%;Helps VMware SVGA driver by collecting and conveying user mode information",None,"@oem7.inf,%VM3DSERVICE_DISPLAYNAME%;VMware SVGA Helper Service",Automatic,Win32OwnProcess,2025-02-04 08:37:01.7428959,,,%SystemRoot%\system32\vm3dservice.exe,,
vmbus,ROOT\ControlSet001\Services,,None,"@wvmbus.inf,%vmbus.SVCDESC%;Virtual Machine Bus",Boot,KernelDriver,2025-03-09 06:15:49.0229709,2025-02-05 00:08:51.6707732,System Bus Extender,System32\drivers\vmbus.sys,,
VMBusHID,ROOT\ControlSet001\Services,,None,,Manual,KernelDriver,2022-05-07 05:24:31.8720679,,Extended Base,\SystemRoot\System32\drivers\VMBusHID.sys,,
vmci,ROOT\ControlSet001\Services,,None,"@oem1.inf,%loc.vmciServiceDisplayName%;VMware VMCI Bus Driver",Boot,KernelDriver,2025-03-10 04:54:16.6564189,,System Bus Extender,System32\drivers\vmci.sys,,
vmgid,ROOT\ControlSet001\Services,,None,"@wvmgid.inf,%VmGid.SVCDESC%;Microsoft Hyper-V Guest Infrastructure Driver",Manual,KernelDriver,2022-05-07 05:24:32.0751999,,,\SystemRoot\System32\drivers\vmgid.sys,,
vmhgfs,ROOT\ControlSet001\Services,Implements the VMware HGFS protocol. This protocol provides connectivity to host files provided by the HGFS server.,None,VMware Host Guest Client Redirector,Manual,FileSystemDriver,2025-02-04 08:36:58.3031125,2025-02-04 08:36:50.6279857,NetworkProvider,system32\DRIVERS\vmhgfs.sys,,
vmicguestinterface,ROOT\ControlSet001\Services,"@%systemroot%\system32\icsvc.dll,-802",None,"@%systemroot%\system32\icsvc.dll,-801",Manual,Win32ShareProcess,2022-05-07 05:26:02.7686603,2022-05-07 05:25:13.5934081,,%systemroot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p,%SystemRoot%\System32\icsvc.dll,SeChangeNotifyPrivilege
vmicheartbeat,ROOT\ControlSet001\Services,"@%systemroot%\system32\icsvc.dll,-102",None,"@%systemroot%\system32\icsvc.dll,-101",Manual,Win32ShareProcess,2022-05-07 05:26:02.7686603,2022-05-07 05:25:13.5934081,,%systemroot%\system32\svchost.exe -k ICService -p,%SystemRoot%\System32\icsvc.dll,SeChangeNotifyPrivilege
vmickvpexchange,ROOT\ControlSet001\Services,"@%systemroot%\system32\icsvc.dll,-202",None,"@%systemroot%\system32\icsvc.dll,-201",Manual,Win32ShareProcess,2022-05-07 05:26:02.7686603,2022-05-07 05:25:13.5934081,,%systemroot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p,%SystemRoot%\System32\icsvc.dll,SeChangeNotifyPrivilege
vmicrdv,ROOT\ControlSet001\Services,"@%systemroot%\system32\icsvcext.dll,-602",None,"@%systemroot%\system32\icsvcext.dll,-601",Manual,Win32ShareProcess,2022-05-07 05:26:02.7686603,2022-05-07 05:25:13.5934081,,%systemroot%\system32\svchost.exe -k ICService -p,%SystemRoot%\System32\icsvcext.dll,SeChangeNotifyPrivilege SeBackupPrivilege SeRestorePrivilege SeTakeOwnershipPrivilege SeManageVolumePrivilege SeCreateSymbolicLinkPrivilege SeShutdownPrivilege
vmicshutdown,ROOT\ControlSet001\Services,"@%systemroot%\system32\icsvc.dll,-302",None,"@%systemroot%\system32\icsvc.dll,-301",Manual,Win32ShareProcess,2022-05-07 05:26:02.7686603,2022-05-07 05:25:13.5934081,,%systemroot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p,%SystemRoot%\System32\icsvc.dll,SeChangeNotifyPrivilege SeShutdownPrivilege SeTcbPrivilege SeImpersonatePrivilege
vmictimesync,ROOT\ControlSet001\Services,"@%systemroot%\system32\icsvc.dll,-402",None,"@%systemroot%\system32\icsvc.dll,-401",Manual,Win32ShareProcess,2022-05-07 05:26:02.7686603,2022-05-07 05:25:13.5934081,,%systemroot%\system32\svchost.exe -k LocalServiceNetworkRestricted -p,%SystemRoot%\System32\icsvc.dll,SeChangeNotifyPrivilege SeSystemtimePrivilege SeCreateGlobalPrivilege
vmicvmsession,ROOT\ControlSet001\Services,"@%systemroot%\system32\icsvc.dll,-902",None,"@%systemroot%\system32\icsvc.dll,-901",Manual,Win32ShareProcess,2022-05-07 05:26:02.7686603,2022-05-07 05:25:13.5934081,,%systemroot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p,%SystemRoot%\System32\icsvc.dll,SeChangeNotifyPrivilege SeBackupPrivilege SeRestorePrivilege SeDebugPrivilege SeImpersonatePrivilege SeTcbPrivilege SeIncreaseQuotaPrivilege SeAssignPrimaryTokenPrivilege
vmicvss,ROOT\ControlSet001\Services,"@%systemroot%\system32\icsvcvss.dll,-102",None,"@%systemroot%\system32\icsvcvss.dll,-101",Manual,Win32ShareProcess,2022-05-07 05:26:02.7686603,2022-05-07 05:25:13.5934081,,%systemroot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p,%SystemRoot%\System32\icsvcvss.dll,SeChangeNotifyPrivilege SeBackupPrivilege
VMMemCtl,ROOT\ControlSet001\Services,Driver to provide enhanced memory management of this virtual machine.,None,Memory Control Driver,Automatic,KernelDriver,2025-02-04 08:36:58.1608743,,Extended Base,\SystemRoot\system32\DRIVERS\vmmemctl.sys,,
vmmouse,ROOT\ControlSet001\Services,,None,"@oem6.inf,%VMMouse.SvcDesc%;VMware Pointing Device",Manual,KernelDriver,2025-03-10 04:54:16.7185363,,Pointer Port,\SystemRoot\System32\drivers\vmmouse.sys,,
vmrawdsk,ROOT\ControlSet001\Services,VMware Physical Disk Helper,None,VMware Physical Disk Helper,System,KernelDriver,2025-03-10 04:54:20.2292213,2025-02-04 08:36:58.4292736,Base,\SystemRoot\system32\DRIVERS\vmrawdsk.sys,,
VMTools,ROOT\ControlSet001\Services,Provides support for synchronizing objects between the host and guest operating systems.,None,VMware Tools,Automatic,Win32OwnProcess,2025-02-04 08:37:49.3019018,,,"""C:\Program Files\VMware\VMware Tools\vmtoolsd.exe""",,
vmusbmouse,ROOT\ControlSet001\Services,,None,"@oem5.inf,%VMUsbMouse.SvcDesc%;VMware USB Pointing Device",Manual,KernelDriver,2025-03-10 04:54:21.0187138,2025-03-10 04:54:21.0345403,Pointer Port,\SystemRoot\System32\drivers\vmusbmouse.sys,,
vmvss,ROOT\ControlSet001\Services,VMware Snapshot Provider,None,VMware Snapshot Provider,Manual,Win32OwnProcess,2025-02-04 08:37:07.4227188,,,C:\Windows\system32\dllhost.exe /Processid:{2B82DE90-866B-420E-9BF9-34D879CD0D17},,
vmwefifw,ROOT\ControlSet001\Services,,None,,Disabled,Adapter,2025-02-04 08:36:53.4967162,,,,,
vmxnet3ndis6,ROOT\ControlSet001\Services,,None,,Disabled,Adapter,2025-02-04 08:36:54.8364022,,,,,
volmgr,ROOT\ControlSet001\Services,,None,"@volmgr.inf,%volmgr_svcdesc%;Volume Manager Driver",Boot,KernelDriver,2025-03-10 04:54:15.9843377,2025-03-09 06:15:17.3096015,System Bus Extender,System32\drivers\volmgr.sys,,
volmgrx,ROOT\ControlSet001\Services,"@%SystemRoot%\system32\drivers\volmgrx.sys,-101",None,"@%SystemRoot%\system32\drivers\volmgrx.sys,-100",Boot,KernelDriver,2022-05-07 05:25:13.5934081,,System Bus Extender,System32\drivers\volmgrx.sys,,
volsnap,ROOT\ControlSet001\Services,"@%SystemRoot%\system32\drivers\volsnap.sys,-101",None,"@%SystemRoot%\system32\drivers\volsnap.sys,-100",Boot,KernelDriver,2025-03-10 04:54:19.9311874,2022-05-07 05:25:13.5934081,,System32\drivers\volsnap.sys,,
volume,ROOT\ControlSet001\Services,,None,"@volume.inf,%VolumeServiceDesc%;Volume driver",Boot,KernelDriver,2025-03-10 04:54:19.9311874,2022-05-07 05:24:17.4333939,,System32\drivers\volume.sys,,
vpci,ROOT\ControlSet001\Services,,None,"@wvpci.inf,%vpci.SVCDESC%;Microsoft Hyper-V Virtual PCI Bus",Boot,KernelDriver,2025-03-09 06:15:49.0229709,2025-03-09 06:15:46.8160605,System Bus Extender,System32\drivers\vpci.sys,,
vsmraid,ROOT\ControlSet001\Services,,None,,Boot,KernelDriver,2025-02-05 00:08:53.9876629,2022-05-07 05:24:20.5117273,SCSI Miniport,System32\drivers\vsmraid.sys,,
vsock,ROOT\ControlSet001\Services,vSockets Driver,None,vSockets Virtual Machine Communication Interface Sockets driver,Boot,KernelDriver,2025-02-04 08:36:50.9776698,,System Bus Extender,system32\DRIVERS\vsock.sys,,
VSS,ROOT\ControlSet001\Services,"@%systemroot%\system32\vssvc.exe,-101",None,"@%systemroot%\system32\vssvc.exe,-102",Manual,Win32OwnProcess,2022-05-07 05:25:13.5934081,,,%systemroot%\system32\vssvc.exe,,
VSTXRAID,ROOT\ControlSet001\Services,,None,"@vstxraid.inf,%Driver.DeviceDesc%;VIA StorX Storage RAID Controller Windows Driver",Boot,KernelDriver,2025-02-05 00:08:53.9876629,2022-05-07 05:24:20.5429785,SCSI Miniport,System32\drivers\vstxraid.sys,,
vwifibus,ROOT\ControlSet001\Services,"@%SystemRoot%\System32\drivers\vwifibus.sys,-258",None,"@%SystemRoot%\System32\drivers\vwifibus.sys,-257",Manual,KernelDriver,2022-05-07 05:25:13.5152805,,,\SystemRoot\System32\drivers\vwifibus.sys,,
vwififlt,ROOT\ControlSet001\Services,"@%SystemRoot%\System32\drivers\vwififlt.sys,-260",None,"@%SystemRoot%\System32\drivers\vwififlt.sys,-259",System,KernelDriver,2025-02-05 00:08:54.1468514,2025-02-05 00:08:54.1468514,NDIS,System32\drivers\vwififlt.sys,,
W32Time,ROOT\ControlSet001\Services,"@%SystemRoot%\system32\w32time.dll,-201",None,"@%SystemRoot%\system32\w32time.dll,-200",Automatic,Win32ShareProcess,2025-02-19 08:11:33.3673342,2022-05-07 05:25:13.5934081,,%SystemRoot%\system32\svchost.exe -k LocalService,%systemroot%\system32\w32time.dll,SeAuditPrivilege SeChangeNotifyPrivilege SeCreateGlobalPrivilege SeSystemTimePrivilege SeImpersonatePrivilege
WaaSMedicSvc,ROOT\ControlSet001\Services,"@WaaSMedicSvcImpl.dll,-101",None,"@WaaSMedicSvcImpl.dll,-100",Manual,Win32ShareProcess,2022-05-07 05:25:13.5777792,2022-05-07 05:25:13.5777792,,%systemroot%\system32\svchost.exe -k wusvcs -p,%SystemRoot%\System32\WaaSMedicSvc.dll,SeTcbPrivilege SeChangeNotifyPrivilege SeImpersonatePrivilege SeTakeOwnershipPrivilege SeSecurityPrivilege SeBackupPrivilege SeRestorePrivilege SeManageVolumePrivilege
WacomPen,ROOT\ControlSet001\Services,,None,"@hiddigi.inf,%WacomPen.SVCDESC%;Wacom Serial Pen HID Driver",Manual,KernelDriver,2022-05-07 05:24:17.9959112,,Extended Base,\SystemRoot\System32\drivers\wacompen.sys,,
WalletService,ROOT\ControlSet001\Services,"@%SystemRoot%\System32\WalletService.dll,-1001",None,"@%SystemRoot%\System32\WalletService.dll,-1000",Manual,Win32ShareProcess,2022-05-07 05:25:13.5777792,2022-05-07 05:25:13.5777792,,%SystemRoot%\System32\svchost.exe -k appmodel -p,%SystemRoot%\system32\WalletService.dll,SeChangeNotifyPrivilege SeIncreaseWorkingSetPrivilege SeCreateGlobalPrivilege SeImpersonatePrivilege
wanarp,ROOT\ControlSet001\Services,"@%systemroot%\system32\mprmsg.dll,-32011",None,"@%systemroot%\system32\mprmsg.dll,-32011",Automatic,KernelDriver,2025-02-04 08:16:01.6988925,,NDIS,System32\DRIVERS\wanarp.sys,,
wanarpv6,ROOT\ControlSet001\Services,"@%systemroot%\system32\mprmsg.dll,-32012",None,"@%systemroot%\system32\mprmsg.dll,-32012",Manual,KernelDriver,2025-02-04 08:16:01.6988925,,NDIS,System32\DRIVERS\wanarp.sys,,
WarpJITSvc,ROOT\ControlSet001\Services,"@%SystemRoot%\System32\Windows.WARP.JITService.dll,-101",None,"@%SystemRoot%\System32\Windows.WARP.JITService.dll,-100",Manual,Win32OwnProcess,2022-05-07 05:26:02.7686603,2022-05-07 05:25:13.5777792,,%SystemRoot%\System32\svchost.exe -k LocalServiceNetworkRestricted,%SystemRoot%\System32\Windows.WARP.JITService.dll,SeImpersonatePrivilege SeChangeNotifyPrivilege SeAssignPrimaryTokenPrivilege
wbengine,ROOT\ControlSet001\Services,"@%systemroot%\system32\wbengine.exe,-105",None,"@%systemroot%\system32\wbengine.exe,-104",Manual,Win32OwnProcess,2022-05-07 05:25:13.5777792,,,"""%systemroot%\system32\wbengine.exe""",,SeImpersonatePrivilege SeBackupPrivilege SeManageVolumePrivilege SeRestorePrivilege SeSystemEnvironmentPrivilege SeSecurityPrivilege SeTakeOwnershipPrivilege SeShutdownPrivilege
WbioSrvc,ROOT\ControlSet001\Services,"@%systemroot%\system32\wbiosrvc.dll,-101",None,"@%systemroot%\system32\wbiosrvc.dll,-100",Manual,Win32ShareProcess,2022-05-07 05:26:02.7686603,2022-05-07 05:25:13.5777792,SmartCardGroup,%SystemRoot%\system32\svchost.exe -k WbioSvcGroup,%SystemRoot%\System32\wbiosrvc.dll,SeAssignPrimaryTokenPrivilege SeIncreaseQuotaPrivilege SeTcbPrivilege SeBackupPrivilege SeRestorePrivilege SeDebugPrivilege SeAuditPrivilege SeChangeNotifyPrivilege SeImpersonatePrivilege SeSystemEnvironmentPrivilege SeShutdownPrivilege SeLoadDriverPrivilege
wcifs,ROOT\ControlSet001\Services,"@%systemroot%\system32\drivers\wcifs.sys,-101",None,"@%systemroot%\system32\drivers\wcifs.sys,-100",Automatic,FileSystemDriver,2022-05-07 05:25:13.5777792,2025-02-05 00:09:01.2178947,FSFilter Virtualization,\SystemRoot\system32\drivers\wcifs.sys,,
Wcmsvc,ROOT\ControlSet001\Services,"@%SystemRoot%\System32\wcmsvc.dll,-4098",None,"@%SystemRoot%\System32\wcmsvc.dll,-4097",Automatic,Win32OwnProcess,2022-05-07 05:26:02.7686603,2022-05-07 05:25:13.5777792,TDI,%SystemRoot%\system32\svchost.exe -k LocalServiceNetworkRestricted -p,%SystemRoot%\System32\wcmsvc.dll,SeChangeNotifyPrivilege SeImpersonatePrivilege
