LastWriteTimestamp,BatchKeyPath,Guid,BatchValueName,Provider,Enabled,EnabledProperty
2/5/2025 1:00:46 AM +00:00,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\WMI\Autologger\EventLog-Application\{7eafcf79-06a7-460b-8a55-bd0a0c9248aa},{7eafcf79-06a7-460b-8a55-bd0a0c9248aa},Provider,Microsoft-Windows-BranchCache,1,1
7/14/2009 4:49:01 AM +00:00,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\WMI\Autologger\EventLog-Application\{8085cb91-900e-4d15-a7d1-921ddce641d8},{8085cb91-900e-4d15-a7d1-921ddce641d8},Provider,Unmapped GUID: {8085cb91-900e-4d15-a7d1-921ddce641d8},1,1
7/14/2009 4:49:01 AM +00:00,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\WMI\Autologger\EventLog-Application\{85fe7609-ff4a-48e9-9d50-12918e43e1da},{85fe7609-ff4a-48e9-9d50-12918e43e1da},Provider,Microsoft-Windows-L2NACP,1,1
7/14/2009 4:49:01 AM +00:00,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\WMI\Autologger\EventLog-Application\{8939299f-2315-4c5c-9b91-abb86aa0627d},{8939299f-2315-4c5c-9b91-abb86aa0627d},Provider,Microsoft-Windows-KnownFolders,1,1
7/14/2009 4:49:01 AM +00:00,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\WMI\Autologger\EventLog-Application\{89a2278b-c662-4aff-a06c-46ad3f220bca},{89a2278b-c662-4aff-a06c-46ad3f220bca},Provider,Microsoft-Windows-CertificateServicesClient-CredentialRoaming,1,1
7/14/2009 4:49:01 AM +00:00,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\WMI\Autologger\EventLog-Application\{89b1e9f0-5aff-44a6-9b44-0a07a7ce5845},{89b1e9f0-5aff-44a6-9b44-0a07a7ce5845},Provider,Microsoft-Windows-User Profiles Service,1,1
7/14/2009 4:49:01 AM +00:00,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\WMI\Autologger\EventLog-Application\{8ce93926-bdae-4409-9155-2fe4799ef4d3},{8ce93926-bdae-4409-9155-2fe4799ef4d3},Provider,Microsoft-Windows-PrimaryNetworkIcon,1,1
7/14/2009 4:49:01 AM +00:00,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\WMI\Autologger\EventLog-Application\{91f5fb12-fdea-4095-85d5-614b495cd9de},{91f5fb12-fdea-4095-85d5-614b495cd9de},Provider,Microsoft-Windows-Resource-Exhaustion-Resolver,1,1
7/14/2009 4:49:01 AM +00:00,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\WMI\Autologger\EventLog-Application\{9363ccd9-d429-4452-9adb-2501e704b810},{9363ccd9-d429-4452-9adb-2501e704b810},Provider,Microsoft-Windows-Diagnosis-ScriptedDiagnosticsProvider,1,1
2/5/2025 1:00:46 AM +00:00,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\WMI\Autologger\EventLog-Application\{95353826-4fbe-41d4-9c42-f521c6e86360},{95353826-4fbe-41d4-9c42-f521c6e86360},Provider,Microsoft-Windows-OfflineFiles,1,1
