CacheEntryPosition,BatchKeyPath,ProgramName,BatchValueName,ModifiedTime
425,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	00010899003d0000	000a000055f00000	8664	Microsoft.WindowsFeedbackHub	8wekyb3d8bbwe	,AppCompatCache,
426,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	3e8537f650400000	000a00004c610000	8664	microsoft.windowscommunicationsapps	8wekyb3d8bbwe	,AppCompatCache,
427,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	07e6089900040000	000a000055f00000	8664	Microsoft.WindowsCamera	8wekyb3d8bbwe	,AppCompatCache,
428,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	000a083700080000	000a000047ba0000	8664	Microsoft.WindowsCalculator	8wekyb3d8bbwe	,AppCompatCache,
429,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	00010000004b0000	000a000055f00000	8664	Microsoft.WindowsAlarms	8wekyb3d8bbwe	,AppCompatCache,
430,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	0015522661ab0000	000a00004bc80000	8664	Microsoft.Windows.Photos	8wekyb3d8bbwe	,AppCompatCache,
431,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	00010000a4d00000	000a00004a610000	8664	Microsoft.WebMediaExtensions	8wekyb3d8bbwe	,AppCompatCache,
432,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	00000036a7140000	000a000047ba0000	8664	Microsoft.Todos	8wekyb3d8bbwe	,AppCompatCache,
433,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	2ee803e900010000	000a000045550000	8664	Microsoft.StorePurchaseApp	8wekyb3d8bbwe	,AppCompatCache,
434,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	03e8585d00010000	000a000055f00001	8664	Microsoft.SecHealthUI	8wekyb3d8bbwe	,AppCompatCache,
435,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	000b0899000c0000	000a000055f00000	8664	Microsoft.ScreenSketch	8wekyb3d8bbwe	,AppCompatCache,
436,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	000a077530a80000	000a000045630000	8664	Microsoft.People	8wekyb3d8bbwe	,AppCompatCache,
437,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	000b089900160000	000a000055f00000	8664	Microsoft.Paint	8wekyb3d8bbwe	,AppCompatCache,
438,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	0004000001a60000	000a00004a430000	8664	Microsoft.MicrosoftStickyNotes	8wekyb3d8bbwe	,AppCompatCache,
439,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	0004000c0c630000	000a00004a610000	8664	Microsoft.MicrosoftSolitaireCollection	8wekyb3d8bbwe	,AppCompatCache,
440,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	0012089c04750000	000a00004a610000	8664	Microsoft.MicrosoftOfficeHub	8wekyb3d8bbwe	,AppCompatCache,
441,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	00010000c4b90000	000a00004a610000	8664	Microsoft.HEVCVideoExtension	8wekyb3d8bbwe	,AppCompatCache,
442,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	000a089c00010000	000a00004a610000	8664	Microsoft.Getstarted	8wekyb3d8bbwe	,AppCompatCache,
443,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	000a089901a50000	000a000047ba0000	8664	Microsoft.GetHelp	8wekyb3d8bbwe	,AppCompatCache,
444,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	0839038400180000	000a00004a430000	8664	Microsoft.GamingApp	8wekyb3d8bbwe	,AppCompatCache,
445,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	0001001129c30000	000a000055f00000	8664	Microsoft.DesktopAppInstaller	8wekyb3d8bbwe	,AppCompatCache,
446,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	0001000000060000	000a00004a430000	8664	Microsoft.BingWeather	8wekyb3d8bbwe	,AppCompatCache,
447,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	0001000000010000	000a00004a430000	8664	Microsoft.BingNews	8wekyb3d8bbwe	,AppCompatCache,
448,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	0002000273480000	000a000027410000	8664	Microsoft.NET.Native.Framework.2.2	8wekyb3d8bbwe	,AppCompatCache,
449,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	000200026fbc0000	000a000027410000	8664	Microsoft.NET.Native.Runtime.2.2	8wekyb3d8bbwe	,AppCompatCache,
450,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	000e000077f00000	000a0000273a0000	8664	Microsoft.VCLibs.140.00.UWPDesktop	8wekyb3d8bbwe	,AppCompatCache,
451,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	000e000077f00000	000a0000273a0000	8664	Microsoft.VCLibs.140.00	8wekyb3d8bbwe	,AppCompatCache,
452,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	0007089b42690000	000a000047ba0000	8664	Microsoft.UI.Xaml.2.7	8wekyb3d8bbwe	,AppCompatCache,
453,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	0002a41723290000	000a000047ba0000	8664	Microsoft.UI.Xaml.2.4	8wekyb3d8bbwe	,AppCompatCache,
454,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	0003089c39df0000	000a00004a610000	8664	Microsoft.549981C3F5F10	8wekyb3d8bbwe	,AppCompatCache,
455,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,0000000b	0006000200020000	03e8585d00010000	8664	Windows.PrintDialog	cw5n1h2txyewy	neutral,AppCompatCache,
456,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,0000000b	000a0000000603e8	000a0000585d0001	8664	windows.immersivecontrolpanel	cw5n1h2txyewy	neutral,AppCompatCache,
457,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,0000000b	000a00004c7c03e8	000a000042990000	8664	Windows.CBSPreview	cw5n1h2txyewy	neutral,AppCompatCache,
458,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,0000000b	03e8585d00010000	03e8585d00010000	8664	NcsiUwpApp	8wekyb3d8bbwe	neutral,AppCompatCache,
459,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,0000000b	000a0000585d0001	000a0000585d0001	8664	MicrosoftWindows.UndockedDevKit	cw5n1h2txyewy	neutral,AppCompatCache,
460,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	03e8587b03e80000	000a00007fff0000	8664	MicrosoftWindows.Client.FileExp	cw5n1h2txyewy	,AppCompatCache,
461,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	03e8587303e80000	000a00007fff0000	8664	MicrosoftWindows.Client.Core	cw5n1h2txyewy	,AppCompatCache,
462,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	03e8589203e80000	000a00007fff0000	8664	MicrosoftWindows.Client.CBS	cw5n1h2txyewy	,AppCompatCache,
463,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,0000000b	03e8585d00010000	000a000000000000	8664	Microsoft.XboxGameCallableUI	cw5n1h2txyewy	neutral,AppCompatCache,
464,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	0fa003e806bf0000	000c000000000000	8664	Microsoft.WindowsAppRuntime.CBS	8wekyb3d8bbwe	,AppCompatCache,
465,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,0000000b	000a0000585d0001	000a0000585d0001	8664	Microsoft.Windows.XGpuEjectDialog	cw5n1h2txyewy	neutral,AppCompatCache,
466,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,0000000b	000a0000585d08a7	000a0000585d08a7	8664	Microsoft.Windows.StartMenuExperienceHost	cw5n1h2txyewy	neutral,AppCompatCache,
467,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,0000000b	000a0000585d08a7	000a0000585d08a7	8664	Microsoft.Windows.ShellExperienceHost	cw5n1h2txyewy	neutral,AppCompatCache,
468,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,0000000b	000a0000585d0384	000c000000000000	8664	Microsoft.Windows.SecureAssessmentBrowser	cw5n1h2txyewy	neutral,AppCompatCache,
469,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,0000000b	0001000000010000	000c000000000000	8664	Microsoft.Windows.PrintQueueActionCenter	cw5n1h2txyewy	neutral,AppCompatCache,
470,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,0000000b	03e8585d00010000	000a000000000000	8664	Microsoft.Windows.PinningConfirmationDialog	cw5n1h2txyewy	,AppCompatCache,
471,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,0000000b	000a0000585d0001	000a0000585d0001	8664	Microsoft.Windows.PeopleExperienceHost	cw5n1h2txyewy	neutral,AppCompatCache,
472,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,0000000b	03e8585d00010000	000a000000000000	8664	Microsoft.Windows.ParentalControls	cw5n1h2txyewy	neutral,AppCompatCache,
473,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,0000000b	000a0000533603e8	000c000000000000	8664	Microsoft.Windows.OOBENetworkConnectionFlow	cw5n1h2txyewy	,AppCompatCache,
474,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,0000000b	000a0000533603e8	000c000000000000	8664	Microsoft.Windows.OOBENetworkCaptivePortal	cw5n1h2txyewy	,AppCompatCache,
475,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,0000000b	000a0000585d0001	000a0000452b0000	8664	Microsoft.Windows.NarratorQuickStart	8wekyb3d8bbwe	neutral,AppCompatCache,
476,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,0000000b	000a0000585d0939	000a000000000000	8664	Microsoft.Windows.ContentDeliveryManager	cw5n1h2txyewy	neutral,AppCompatCache,
477,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,0000000b	000a0000585d0939	000b000000000000	8664	Microsoft.Windows.CloudExperienceHost	cw5n1h2txyewy	neutral,AppCompatCache,
478,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,0000000b	000a00004c7c03e8	000c000000000000	8664	Microsoft.Windows.CapturePicker	cw5n1h2txyewy	,AppCompatCache,
479,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,0000000b	03e8585d00010000	03e8585d00010000	8664	Microsoft.Windows.CallingShellApp	cw5n1h2txyewy	neutral,AppCompatCache,
480,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,0000000b	03e8585d00010000	000a000000000000	8664	Microsoft.Windows.AssignedAccessLockApp	cw5n1h2txyewy	neutral,AppCompatCache,
481,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,0000000b	03e8585d00010000	000a000000000000	8664	Microsoft.Windows.Apprep.ChxApp	cw5n1h2txyewy	neutral,AppCompatCache,
482,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,0000000b	000a0000585d0001	000b000000000000	8664	Microsoft.Win32WebViewHost	cw5n1h2txyewy	neutral,AppCompatCache,
483,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	000809013e820000	000a000047ba0000	8664	Microsoft.UI.Xaml.CBS	8wekyb3d8bbwe	,AppCompatCache,
484,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,0000000b	03e8585d00010000	000c000000000000	8664	Microsoft.MicrosoftEdgeDevToolsClient	8wekyb3d8bbwe	neutral,AppCompatCache,
485,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,0000000b	000a0000585d0001	000a000000000000	8664	Microsoft.LockApp	cw5n1h2txyewy	,AppCompatCache,
486,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,0000000b	000a0000585d0001	000a000038390000	8664	Microsoft.ECApp	8wekyb3d8bbwe	,AppCompatCache,
487,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,0000000b	000a00004c8b03e9	000c000000000000	8664	Microsoft.CredDialogHost	cw5n1h2txyewy	,AppCompatCache,
488,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,0000000b	000a00004c8303e8	000c000000000000	8664	Microsoft.BioEnrollment	cw5n1h2txyewy	,AppCompatCache,
489,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,0000000b	000a0000585d0001	000a000038390000	8664	Microsoft.AsyncTextService	8wekyb3d8bbwe	,AppCompatCache,
490,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,0000000b	000a0000585d0001	000a0000585d0001	8664	Microsoft.AccountsControl	cw5n1h2txyewy	,AppCompatCache,
491,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,0000000b	03e84c7c03e80000	000a0000295b0000	8664	Microsoft.AAD.BrokerPlugin	cw5n1h2txyewy	neutral,AppCompatCache,
492,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,0000000b	000a0000585d0001	000a0000585d0001	8664	F46D4000-FD22-4DB4-AC8E-4E1DDDE828FE	cw5n1h2txyewy	neutral,AppCompatCache,
493,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,0000000b	000a00004cb803e8	000c000000000000	8664	E2A4F912-2574-4A75-9BB0-0D023378592B	cw5n1h2txyewy	neutral,AppCompatCache,
494,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,0000000b	000a0000585d0001	000a000042ee0000	8664	c5e2524a-ea46-4f67-841f-6a9465d9d515	cw5n1h2txyewy	neutral,AppCompatCache,
495,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,0000000b	000a00004cb803e8	000c000000000000	8664	1527c705-839a-4832-9118-54d4Bd6a0c89	cw5n1h2txyewy	neutral,AppCompatCache,
496,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Program Files (x86)\Microsoft\Edge\Application\100.0.1185.36\Installer\setup.exe,AppCompatCache,2022-04-11 18:47:11.2423765
497,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Program Files (x86)\Microsoft\EdgeUpdate\1.3.155.85\MicrosoftEdgeUpdateComRegisterShell64.exe,AppCompatCache,2022-04-11 18:47:00.7196502
498,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\DrvInst.exe,AppCompatCache,2023-10-01 06:49:17.6031155
499,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\taskhostw.exe,AppCompatCache,2025-02-20 06:56:04.2465516
500,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Program Files\Windows Defender\NisSrv.exe,AppCompatCache,2022-05-07 05:19:08.7501790
501,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Program Files\Windows Defender\MpCmdRun.exe,AppCompatCache,2022-05-07 05:19:08.5783016
502,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\System32\AggregatorHost.exe,AppCompatCache,2025-02-20 06:56:59.3574151
503,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,AppCompatCache,2022-04-11 18:47:00.5671161
504,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\taskkill.exe,AppCompatCache,2022-05-07 05:20:15.5785090
505,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\wbem\wmiprvse.exe,AppCompatCache,2022-05-07 05:19:27.7686338
506,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\wbem\mofcomp.exe,AppCompatCache,2023-10-01 06:47:55.6277026
507,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Program Files\Windows Defender\MsMpEng.exe,AppCompatCache,2022-05-07 05:19:08.6720483
508,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\System32\spoolsv.exe,AppCompatCache,2025-02-20 06:55:50.1709307
509,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\servicing\TrustedInstaller.exe,AppCompatCache,2025-02-20 06:57:37.0773360
510,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\System32\Upfc.exe,AppCompatCache,2022-05-07 05:19:14.0629504
511,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\secinit.exe,AppCompatCache,2022-05-07 05:19:37.9419445
512,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\oobe\setup.exe,AppCompatCache,2023-10-01 06:49:23.9946938
513,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\oobe\windeploy.exe,AppCompatCache,2023-10-01 06:49:24.2916436
514,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\dwm.exe,AppCompatCache,2025-02-20 06:57:07.0267233
515,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\sppsvc.exe,AppCompatCache,2025-02-20 06:57:35.5781819
516,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\fontdrvhost.exe,AppCompatCache,2025-02-20 06:57:08.3099617
517,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\svchost.exe,AppCompatCache,2022-05-07 05:19:30.2374459
518,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\lsass.exe,AppCompatCache,2025-02-20 06:56:55.5003554
519,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\services.exe,AppCompatCache,2025-02-20 06:56:55.4213754
